English Word	Valence	Arousal	Dominance	Hebrew Word
can opener	0.444	0.491	0.308	פותחן
canal	0.673	0.259	0.321	תְעָלָה
canary	0.582	0.276	0.265	כַּנָרִית
cancel	0.214	0.306	0.368	לְבַטֵל
canceling	0.229	0.470	0.349	ביטול
cancellation	0.224	0.431	0.389	ביטול
cancer	0.052	0.694	0.529	סרטן
candid	0.667	0.349	0.458	גָלוּי לֵב
candidacy	0.490	0.657	0.696	מוּעֲמָדוּת
candidate	0.596	0.490	0.804	מוּעֲמָד
candied	0.713	0.330	0.360	מְסוּכָּר
candle	0.602	0.221	0.344	נר
candlelight	0.789	0.294	0.417	אור נרות
candles	0.615	0.206	0.268	נרות
candlestick	0.448	0.531	0.534	פָּמוֹט
candor	0.740	0.389	0.607	כֵּנוּת
candy	0.930	0.425	0.384	ממתק
cane	0.459	0.298	0.398	מקל
canine	0.573	0.569	0.425	כַּלבִּי
canister	0.553	0.271	0.403	קוּפסָה
canker	0.262	0.469	0.427	כִּיב
cannabis	0.271	0.500	0.564	חֲשִׁישׁ
canned	0.398	0.357	0.298	מְשׁוּמָר
cannibal	0.122	0.824	0.480	קָנִיבָּל
cannibalism	0.094	0.890	0.583	קָנִיבָּלִיוּת
canning	0.490	0.392	0.259	שימורים
cannon	0.529	0.676	0.811	תוֹתָח
cannonball	0.344	0.840	0.759	כדור תותח
canoe	0.542	0.300	0.418	קָנוֹ
canon	0.385	0.519	0.541	קָנוֹן
canonical	0.542	0.410	0.620	קנוני
canons	0.385	0.588	0.593	קנונים
canopy	0.615	0.264	0.398	חוּפָּה
cantaloupe	0.592	0.212	0.276	מֵלוֹן
cantbreathe	0.284	0.667	0.375	לא יכול לנשום
canteen	0.688	0.600	0.514	מזנון
canterbury	0.582	0.438	0.510	קנטרברי
canthandleit	0.354	0.613	0.354	לא יכול לטפל בזה
cantilever	0.357	0.618	0.421	שְׁלוּחָה
cantina	0.646	0.612	0.380	קנטינה
canto	0.776	0.461	0.554	קָנטוֹ
canton	0.542	0.472	0.536	קנטון
cantstandit	0.418	0.546	0.343	לא יכול לעמוד
cantwin	0.260	0.509	0.298	cantwin
canvas	0.719	0.090	0.364	בַּד
canvass	0.675	0.356	0.397	בד
canyon	0.468	0.731	0.634	קֶנִיוֹן
cap	0.612	0.240	0.375	כובע
capability	0.833	0.571	0.730	יכולת
capable	0.765	0.587	0.547	בעל יכולת
capacity	0.719	0.411	0.806	קיבולת
cape	0.531	0.235	0.357	כַּף
caper	0.510	0.370	0.326	לְקַפֵּץ
capillary	0.469	0.365	0.395	נִימִי
capital	0.520	0.500	0.798	עיר בירה
capitalism	0.448	0.686	0.848	קָפִּיטָלִיזם
capitalist	0.352	0.577	0.821	קָפִּיטָלִיסט
capitalize	0.771	0.601	0.885	לְנַצֵל
capitals	0.755	0.500	0.655	כותרות
capitation	0.479	0.529	0.589	קפיטציה
capitol	0.535	0.375	0.705	קפיטול
capitulation	0.375	0.546	0.615	כְּנִיעָה
cappuccino	0.792	0.279	0.384	קָפּוּצִ'ינוֹ
caprice	0.333	0.640	0.430	גַחְמָה
capricious	0.221	0.650	0.500	גַחְמָנִי
caps	0.510	0.221	0.368	כובעים
capslock	0.330	0.394	0.398	נעילה אותיות גדולות
capsule	0.583	0.290	0.570	כּמוּסָה
captain	0.552	0.653	0.966	סֶרֶן
caption	0.814	0.292	0.379	כּוֹתֶרֶת
captivate	0.698	0.604	0.723	לָצוּד
captivating	0.895	0.594	0.816	שׁוֹבֵה לֵב
captive	0.235	0.558	0.411	שָׁבוּי
captivity	0.225	0.493	0.387	גָלוּת
captor	0.347	0.625	0.612	שַׁבַּאי
capture	0.357	0.650	0.537	לִלְכּוֹד
car	0.776	0.540	0.500	אוטו
caramel	0.901	0.363	0.400	קַרַמֵל
carat	0.823	0.604	0.676	קָרָט
caravan	0.635	0.559	0.455	קָרוֹן
carbon	0.604	0.360	0.350	פַּחמָן
carburetor	0.469	0.612	0.555	מְאַיֵד
carcass	0.115	0.529	0.309	פֶּגֶר
carcinoma	0.153	0.692	0.440	סַרְטָן
card	0.531	0.269	0.436	כַּרְטִיס
cardboard	0.500	0.173	0.309	קַרטוֹן
cardiac	0.344	0.765	0.615	שֶׁל הַלֵב
cardigan	0.599	0.324	0.264	אֲרִיג צֶמֶר
cardinal	0.583	0.358	0.712	קַרדִינָל
cardiologist	0.458	0.630	0.814	קרדיולוג
cardiology	0.203	0.545	0.605	קרדיולוגיה
cardiomyopathy	0.177	0.645	0.537	קרדיומיופתיה
cards	0.568	0.317	0.320	קלפים
care	0.729	0.370	0.500	לְטַפֵּל
career	0.740	0.712	0.606	קריירה
carefree	0.755	0.220	0.500	חסר דאגות
careful	0.625	0.538	0.530	זָהִיר
carefully	0.698	0.330	0.544	בקפידה
careless	0.255	0.431	0.125	רשלן
carelessness	0.245	0.482	0.330	חוסר זהירות
caress	0.833	0.418	0.509	לְלַטֵף
caret	0.656	0.402	0.527	קרט
caretaker	0.714	0.531	0.759	מַשׁגִיחַ
cargo	0.408	0.444	0.455	מטען
caribou	0.562	0.452	0.342	קריבו
caricature	0.604	0.373	0.383	קָרִיקָטוּרָה
caries	0.115	0.569	0.283	עַשֶׁשׁת
caring	0.635	0.469	0.500	אכפתיות
carjack	0.438	0.682	0.439	חוטב מכוניות
carnage	0.406	0.600	0.558	טֶבַח
carnal	0.417	0.679	0.421	חוּשָׁנִי
carnation	0.653	0.357	0.431	צִפּוֹרֶן
carnival	0.927	0.888	0.555	קַרנָבָל
carnivorous	0.224	0.613	0.651	אוֹכֵל בָּשָׂר
carol	0.673	0.412	0.436	הִמנוֹן
carols	0.847	0.420	0.491	מזמורים
carousel	0.704	0.500	0.412	קרוסלה
carp	0.531	0.324	0.375	קַרפִּיוֹן
carpal	0.449	0.327	0.420	קרפל
carpenter	0.521	0.550	0.519	נגר
carpentry	0.561	0.459	0.518	נַגָרוּת
carpet	0.520	0.170	0.339	שָׁטִיחַ
carpeting	0.542	0.312	0.444	אֲרִיג שְׁטִיחִים
carpool	0.625	0.509	0.500	קארפול
carriage	0.650	0.538	0.491	עֲגָלָה
carried	0.490	0.382	0.534	נשא
carrier	0.533	0.588	0.638	מוֹבִיל
carrot	0.500	0.235	0.279	גזר
carry	0.635	0.380	0.500	לשאת
carrying	0.656	0.557	0.443	נְשִׂיאָה
carsick	0.224	0.574	0.255	חולה רכב
cart	0.520	0.344	0.388	עֲגָלָה
carte	0.592	0.320	0.274	carte
cartel	0.438	0.394	0.602	קַרטֵל
carter	0.312	0.480	0.431	עֶגלוֹן
cartilage	0.438	0.370	0.407	סָחוּס
cartographic	0.490	0.348	0.424	קרטוגרפי
cartography	0.520	0.300	0.579	קַרטוֹגרָפִיָה
carton	0.286	0.186	0.241	קרטון
cartoon	0.867	0.471	0.387	קָרִיקָטוּרָה
cartouche	0.427	0.458	0.450	קרטוש
cartridge	0.458	0.500	0.407	מַחסָנִית
carve	0.469	0.443	0.598	לגלף
carver	0.418	0.500	0.500	גַלָף
carving	0.541	0.444	0.368	גִילוּף
cascade	0.735	0.509	0.395	אֶשֶׁד
case	0.427	0.275	0.441	מקרה
casein	0.470	0.436	0.415	קזאין
cash	0.867	0.552	0.714	כסף מזומן
cashier	0.615	0.413	0.484	קופאית
cashmere	0.653	0.452	0.439	קשמיר
casing	0.458	0.327	0.328	מַעֲטֶפֶת
casino	0.542	0.684	0.568	קָזִינוֹ
cask	0.490	0.398	0.444	חָבִית
casket	0.125	0.490	0.346	אֲרוֹן מֵתִים
casserole	0.570	0.360	0.328	קְדֵרָה
cassette	0.490	0.334	0.355	קַלֶטֶת
cast	0.558	0.620	0.517	ללהק
castaway	0.208	0.646	0.422	להרחיק
caste	0.510	0.333	0.374	מַעֲמָד
caster	0.604	0.670	0.647	גַלגִלִית
castle	0.680	0.396	0.718	טִירָה
castor	0.583	0.337	0.368	בִּיבָר
castrate	0.177	0.485	0.519	לְסַרֵס
castration	0.198	0.735	0.381	סירוס
casual	0.643	0.224	0.385	אַגָבִי
casually	0.658	0.290	0.333	כִּלְאַחַר יָד
casualty	0.235	0.274	0.132	נִפגָע
cat	0.667	0.260	0.370	חתול
catabolism	0.265	0.573	0.605	יְרִידַת חֳמָרִים
catalog	0.561	0.221	0.573	קָטָלוֹג
catalogue	0.647	0.327	0.533	קָטָלוֹג
catalysis	0.385	0.559	0.531	קָטָלִיזָה
catalyst	0.604	0.509	0.585	זָרָז
catalytic	0.562	0.519	0.563	מְזַרֵז
catamaran	0.571	0.566	0.526	קטמרן
catapult	0.480	0.830	0.649	מָעוֹט
cataract	0.406	0.545	0.549	קָטָרַקט
catastrophe	0.146	0.952	0.670	קטסטרופה
catastrophic	0.071	0.934	0.598	הָרֵה אָסוֹן
catatonic	0.255	0.500	0.509	קטטוני
catch	0.531	0.437	0.552	לתפוס
catcher	0.653	0.413	0.540	לוכד
catching	0.490	0.788	0.644	מִדַבֵּק
catchphrase	0.698	0.423	0.433	ביטוי קליט
catchy	0.677	0.441	0.462	קליט
catechism	0.656	0.236	0.613	קטכיזם
categorical	0.615	0.442	0.760	קָטֵגוֹרִי
category	0.571	0.264	0.521	קטגוריה
cater	0.802	0.500	0.509	לְסַפֵּק
caterer	0.550	0.557	0.644	קייטרינג
caterpillar	0.461	0.286	0.330	זַחַל
cates	0.370	0.394	0.407	cates
catfish	0.458	0.337	0.296	שפמנון
cathartic	0.450	0.510	0.604	מְטַהֵר
cathedral	0.598	0.330	0.643	קָתֶדרָלָה
catheter	0.336	0.491	0.373	קטטר
cathouse	0.327	0.375	0.363	קתאוס
catnip	0.439	0.381	0.296	נפית החתולים
cattle	0.622	0.340	0.445	בקר
catwalk	0.698	0.436	0.464	המסלול
caucus	0.418	0.311	0.491	הקוקוס
caudal	0.500	0.425	0.583	זנב
cauldron	0.510	0.486	0.418	קדרה
cauliflower	0.448	0.255	0.231	כרובית
caulk	0.367	0.500	0.418	לאטום
causal	0.562	0.367	0.491	סיבתי
causality	0.500	0.378	0.336	סִבָּתִיוּת
causation	0.562	0.480	0.567	גְרִימָה
cause	0.469	0.373	0.486	גורם
caused	0.344	0.520	0.382	גרם ל
causeway	0.453	0.382	0.422	שְׁבִיל
caution	0.552	0.712	0.547	זְהִירוּת
cautionary	0.510	0.541	0.519	מַזהִיר
cautious	0.470	0.445	0.517	זָהִיר
cautiously	0.510	0.388	0.525	בִּזְהִירוּת
cavalier	0.735	0.462	0.713	אַבִּיר
cavalry	0.667	0.727	0.794	חֵיל הַפָּרָשִׁים
cave	0.459	0.333	0.380	מְעָרָה
caveat	0.344	0.629	0.484	אזהרה
caveman	0.235	0.644	0.482	איש מערות
cavern	0.323	0.360	0.365	מְעָרָה
cavernous	0.354	0.548	0.462	מְחִלָתִי
caviar	0.906	0.394	0.481	קַוויָאר
caving	0.378	0.491	0.551	מערות
cavity	0.466	0.385	0.379	חָלָל
cayenne	0.615	0.306	0.355	פִּלפֶּלֶת
cease	0.388	0.250	0.420	לחדול
ceasefire	0.542	0.594	0.567	הפסקת אש
ceaseless	0.378	0.704	0.658	ללא הפסקה
cedar	0.560	0.267	0.577	אֶרֶז
cede	0.275	0.327	0.402	לְוַתֵר
ceiling	0.520	0.224	0.366	תִקרָה
celebrant	0.865	0.656	0.643	חוֹגֵג
celebrate	0.917	0.857	0.859	לַחֲגוֹג
celebrated	0.875	0.690	0.763	מְפוּרסָם
celebrating	0.927	0.860	0.773	חוגג
celebration	0.939	0.824	0.880	חֲגִיגָה
celebrations	0.958	0.794	0.714	חגיגות
celebratory	0.857	0.653	0.845	חגיגי
celebrity	0.760	0.619	0.855	סלבריטאי
celery	0.396	0.147	0.223	סלרי
celestial	0.817	0.360	0.731	שְׁמֵימִי
celibacy	0.302	0.276	0.509	פְּרִישׁוּת
celibate	0.419	0.387	0.391	פרישות
cell	0.541	0.375	0.465	תָא
cellar	0.510	0.277	0.406	מַרְתֵף
cellblock	0.186	0.570	0.500	בלוק סלולרי
cellist	0.667	0.500	0.486	צֶ'לָן
cellmate	0.167	0.684	0.349	חבר לתא
cello	0.635	0.324	0.528	צֶ'לוֹ
cellophane	0.648	0.282	0.289	צֶלוֹפָן
cellular	0.643	0.398	0.517	תָאִי
cellulite	0.200	0.384	0.256	צלוליט
celluloid	0.469	0.440	0.425	צִיבִית
cement	0.544	0.265	0.527	בטון
cemented	0.429	0.382	0.537	מוצק
cemetery	0.051	0.630	0.417	בֵּית קְבָרוֹת
censor	0.344	0.276	0.538	צֶנזוֹר
censorship	0.219	0.698	0.421	צֶנזוּרָה
censure	0.219	0.653	0.417	לְגַנוֹת
census	0.449	0.289	0.553	מִפקָד
cent	0.439	0.367	0.402	סֶנט
centenary	0.604	0.440	0.642	מאה שנה
centennial	0.583	0.394	0.700	מאה שנה
center	0.643	0.231	0.431	מֶרְכָּז
centerfold	0.571	0.407	0.485	קפל מרכזי
centerpiece	0.594	0.208	0.520	החלק המרכזי
centimeter	0.427	0.280	0.380	סַנטִימֶטֶר
centipede	0.296	0.399	0.361	נָדָל
central	0.640	0.356	0.621	מֶרכָּזִי
centrality	0.571	0.312	0.709	מֶרכָּזִיוּת
centralization	0.521	0.440	0.702	מִרכּוּז
centralize	0.684	0.427	0.802	לרכז
centrally	0.729	0.280	0.700	באופן מרכזי
centrifugal	0.306	0.651	0.480	צֶנטרִיפוּגָלִי
centrifuge	0.495	0.622	0.527	סַרכֶּזֶת
centurion	0.590	0.447	0.696	centurion
century	0.407	0.347	0.735	מֵאָה
ceramic	0.521	0.255	0.371	קֵרָמִי
ceramics	0.573	0.250	0.373	קֵרָמִיקָה
cereal	0.612	0.206	0.316	דגני בוקר
cereals	0.719	0.224	0.311	דִגנֵי בּוֹקֶר
cerebral	0.408	0.509	0.627	מוֹחִי
ceremonial	0.771	0.540	0.691	טִקסִי
ceremony	0.760	0.559	0.761	טֶקֶס
certain	0.760	0.358	0.673	מסוים
certainty	0.781	0.400	0.769	וַדָאוּת
certifiable	0.714	0.427	0.662	בַּר אִשׁוּר
certificate	0.786	0.377	0.746	תְעוּדָה
certified	0.781	0.422	0.806	מוּסמָך
certify	0.866	0.400	0.746	לְאַשֵׁר
cervical	0.375	0.413	0.445	צוואר הרחם
cervix	0.429	0.360	0.340	צוואר הרחם
cess	0.427	0.375	0.406	cess
cessation	0.414	0.385	0.358	הַפסָקָה
cesspool	0.167	0.460	0.409	בּוֹר שׁוֹפְכִין
cha cha	0.714	0.546	0.324	צ'ה צ'ה
chaff	0.333	0.327	0.188	מוֹץ
chafing	0.430	0.415	0.368	שפשפת
chagrin	0.104	0.704	0.472	דִכדוּך
chagrined	0.112	0.745	0.361	כועסת
chai	0.500	0.375	0.363	צ'אי
chain	0.378	0.500	0.547	שַׁרשֶׁרֶת
chainsaw	0.367	0.804	0.636	מסור חשמלי
chair	0.562	0.082	0.276	כִּסֵא
chairman	0.656	0.567	0.933	יור
chairperson	0.730	0.657	0.966	יושב ראש
chairwoman	0.719	0.664	0.953	יושבת ראש
chaise	0.406	0.349	0.327	שזלונג
chalet	0.653	0.349	0.278	בקתה
chalice	0.633	0.286	0.529	גָבִיעַ
chalk	0.385	0.185	0.121	גִיר
challenge	0.469	0.922	0.713	אתגר
challenger	0.417	0.755	0.652	מאתגר
chamber	0.583	0.373	0.455	תָא
chambermaid	0.594	0.375	0.336	חדרנית
chambers	0.542	0.442	0.388	חדרים
chameleon	0.490	0.580	0.345	זִקִית
champ	0.854	0.754	0.896	אַלוּף
champagne	0.760	0.600	0.454	שמפנייה
champion	0.890	0.880	0.945	אַלוּף
championship	0.833	0.800	0.880	אַלִיפוּת
chance	0.833	0.551	0.525	הִזדַמְנוּת
chancellor	0.646	0.500	0.887	נָגִיד
chandelier	0.615	0.542	0.366	נִברֶשֶׁת
chandler	0.510	0.452	0.454	צ'נדלר
change	0.625	0.575	0.606	שינוי
changeable	0.490	0.480	0.528	מִשְׁתַנֶה
changed	0.594	0.375	0.491	השתנה
changer	0.583	0.519	0.567	מַחלֵף
changing	0.571	0.569	0.461	מִשְׁתַנֶה
channel	0.490	0.287	0.405	עָרוּץ
chant	0.771	0.698	0.650	לָשִׁיר
chaos	0.016	0.923	0.373	אי סדר
chaotic	0.115	0.847	0.442	תוהו ובוהו
chap	0.550	0.410	0.345	בחור
chapel	0.573	0.240	0.440	קפלה
chaperon	0.500	0.520	0.404	מלווה
chaplain	0.582	0.370	0.577	כּוֹמֶר
chapman	0.562	0.529	0.465	צ'פמן
chaps	0.350	0.462	0.350	בחורים
chapter	0.580	0.308	0.461	פֶּרֶק
char	0.554	0.361	0.404	לְהַשְׁחִיר
character	0.667	0.373	0.686	דמות
characteristic	0.583	0.328	0.538	מאפיין
characterize	0.729	0.471	0.735	לאפיין
charade	0.458	0.550	0.346	מצעד
charcoal	0.302	0.186	0.342	פֶּחָם
chardonnay	0.677	0.567	0.492	שרדונה
charge	0.510	0.633	0.785	לחייב
chargeable	0.551	0.550	0.453	בתשלום
charger	0.531	0.418	0.545	מַטעֵן
chariot	0.684	0.550	0.491	מֶרְכָּבָה
charisma	0.938	0.591	0.759	כַּרִיזמָה
charismatic	0.938	0.684	0.849	כריזמטי
charitable	0.865	0.380	0.593	נדבני
charity	0.920	0.284	0.551	צדקה
charlatan	0.200	0.640	0.352	שַׁרלָטָן
charm	0.833	0.363	0.649	קסם
charmed	0.938	0.570	0.769	קָסוּם
charmer	0.882	0.683	0.782	קוֹסֵם
charming	0.917	0.660	0.764	מַקסִים
charred	0.208	0.676	0.373	חרוך
chart	0.469	0.317	0.330	תרשים
charter	0.677	0.382	0.518	שֶׂכֶר
chartered	0.569	0.460	0.490	שכר
chase	0.396	0.878	0.623	מִרדָף
chased	0.188	0.830	0.287	נרדף
chaser	0.375	0.830	0.645	רוֹדֵף
chasm	0.265	0.579	0.500	תְהוֹם
chassis	0.406	0.342	0.444	שִׁלדָה
chaste	0.408	0.248	0.453	צנוע
chastened	0.156	0.580	0.345	נזף
chastisement	0.156	0.852	0.462	תוֹכָחָה
chastity	0.469	0.392	0.509	צְנִיעוּת
chat	0.729	0.400	0.346	לְשׂוֹחֵחַ
chateau	0.615	0.464	0.702	טִירָה
chatter	0.560	0.450	0.347	לְפַטְפֵט
chatterbox	0.459	0.548	0.482	פַּטפְּטָן
chattering	0.460	0.663	0.304	מִלמוּל
chatty	0.594	0.548	0.345	פטפטן
chauffeur	0.500	0.353	0.471	נֶהָג
chauvinist	0.310	0.539	0.527	שוביניסט
cheap	0.612	0.471	0.272	זוֹל
cheapened	0.471	0.611	0.282	מוזל
cheapskate	0.148	0.482	0.327	קַמצָן
cheat	0.125	0.776	0.400	לְרַמוֹת
cheater	0.104	0.920	0.333	רַמַאִי
check	0.523	0.552	0.602	חשבון
checkbook	0.552	0.284	0.364	פנקס צ'קים
checker	0.330	0.417	0.553	בּוֹדֵק
checkered	0.459	0.316	0.336	מְשׁוּבָּץ
checkers	0.676	0.451	0.437	דַמקָה
checklist	0.561	0.521	0.552	צ'ק ליסט
checkmate	0.667	0.708	0.750	מַט
checkout	0.597	0.510	0.670	לבדוק
checkpoint	0.571	0.323	0.812	מחסום
checkup	0.500	0.435	0.491	בְּדִיקָה
cheek	0.670	0.314	0.421	לֶחִי
cheeks	0.708	0.324	0.282	לחיים
cheeky	0.434	0.679	0.410	חוצפני
cheep	0.367	0.380	0.373	לְצַיֵץ
cheer	0.938	0.784	0.845	לְעוֹדֵד
cheered	0.875	0.648	0.790	הריעו
cheerful	0.990	0.720	0.696	עַלִיז
cheerfulness	0.969	0.802	0.675	עֲלִיזוּת
cheering	0.815	0.824	0.642	תְשׁוּאוֹת
cheerleader	0.923	0.746	0.657	מעודדת
cheerleading	0.698	0.769	0.404	עידוד
cheerless	0.204	0.373	0.167	עָגוּם
cheers	0.948	0.770	0.702	לחיים
cheery	0.949	0.657	0.486	עליז
cheese	0.740	0.280	0.281	גבינה
cheeseburger	0.802	0.529	0.336	צִ'יזבּוּרגֶר
cheesecake	0.860	0.276	0.238	עוגת גבינה
cheesy	0.470	0.471	0.179	גביני
cheetah	0.469	0.770	0.667	בַּרדְלָס
chef	0.854	0.411	0.570	שֶׁף
chemical	0.337	0.560	0.508	כִּימִי
chemise	0.530	0.275	0.364	תַחתוֹנִית
chemist	0.408	0.575	0.610	כימאי
chemistry	0.625	0.520	0.694	כִּימִיָה
chemo	0.214	0.686	0.444	כימותרפיה
chemotherapy	0.163	0.689	0.517	כימותרפיה
cheque	0.698	0.529	0.660	חשבון
cherish	0.896	0.491	0.652	לְהוֹקִיר
cherishing	0.836	0.380	0.625	מוקירה
cherry	0.688	0.186	0.250	דובדבן
cherub	0.663	0.340	0.455	כְּרוּב
chess	0.656	0.363	0.518	שַׁחְמָט
chest	0.520	0.429	0.481	חזה
chestnut	0.714	0.210	0.294	עַרמוֹן
chevron	0.469	0.469	0.598	שברון
chew	0.520	0.490	0.404	ללעוס
chewy	0.625	0.418	0.390	לעיסה
chic	0.870	0.624	0.380	מְסוּגנָן
chicane	0.357	0.460	0.481	צ'יקן
chick	0.771	0.602	0.387	אֶפרוֹחַ
chicken	0.594	0.306	0.394	עוף
chicken pox	0.194	0.510	0.415	אבעבועות רוח
chickenpox	0.173	0.562	0.357	אבעבועות רוח
chief	0.520	0.544	0.869	רֹאשׁ
chiefly	0.600	0.587	0.764	בעיקר
chieftain	0.343	0.529	0.860	רֹאשׁ שֶׁבֶט
chiffon	0.406	0.230	0.250	שיפון
child	0.912	0.460	0.413	יֶלֶד
childbirth	0.604	0.861	0.673	לֵדָה
childhood	0.865	0.413	0.307	יַלדוּת
childish	0.573	0.442	0.230	יַלדוּתִי
childless	0.310	0.400	0.396	עֲרִירִי
childlike	0.656	0.372	0.293	ילדותי
childloss	0.240	0.571	0.421	אובדן ילדים
children	0.857	0.538	0.435	יְלָדִים
chili	0.592	0.566	0.433	צ'ילי
chill	0.837	0.206	0.482	לְצַנֵן
chilled	0.521	0.340	0.482	מְקוֹרָר
chilling	0.208	0.850	0.358	מצמרר
chilly	0.329	0.459	0.408	קָרִיר
chime	0.573	0.541	0.464	צִלצוּל
chimera	0.292	0.582	0.372	חֲזוֹן תַעתוּעִים
chimes	0.625	0.490	0.402	פעמונים
chimney	0.583	0.286	0.225	אֲרוּבָּה
chimp	0.394	0.588	0.345	שימפנזה
chimpanzee	0.500	0.633	0.387	שִׁימפַּנזָה
chin	0.571	0.310	0.269	סַנְטֵר
china	0.561	0.443	0.556	חרסינה
chinchilla	0.480	0.450	0.286	צ'ינצ'ילה
chine	0.561	0.360	0.352	סין
chinook	0.408	0.497	0.491	צ'ינוק
chip	0.479	0.382	0.452	שְׁבָב
chipmunk	0.573	0.562	0.409	צ'יפמאנק
chipper	0.418	0.588	0.500	צ'ופר
chipping	0.354	0.452	0.353	שבבים
chiropractor	0.420	0.549	0.651	כירופרקט
chirp	0.469	0.602	0.365	צִיוּץ
chirping	0.500	0.463	0.360	צִרצוּר
chisel	0.469	0.404	0.452	אִזְמֵל
chiseler	0.429	0.606	0.464	מפסלת
chit	0.490	0.352	0.321	פֶּתֶק
chitchat	0.673	0.455	0.403	שִׂיחָה קַלָה
chivalry	0.857	0.380	0.848	אַבִּירוּת
chloride	0.265	0.387	0.474	כלוריד
chlorine	0.306	0.327	0.332	כְּלוֹר
chloroform	0.281	0.370	0.393	כְּלוֹרוֹפוֹרם
chocolate	0.885	0.480	0.418	שוקולד
choice	0.745	0.520	0.664	בְּחִירָה
choir	0.704	0.298	0.473	מקהלה
choke	0.167	0.788	0.676	לַחֲנוֹק
cholera	0.020	0.867	0.507	כּוֹלֵרָה
cholesterol	0.198	0.583	0.398	כולסטרול
choose	0.615	0.542	0.648	בחר
choosing	0.719	0.529	0.689	בְּחִירָה
choosy	0.280	0.760	0.712	בַּררָנִי
chop	0.250	0.655	0.467	לִקצוֹץ
chopper	0.594	0.560	0.509	מַסוֹק
choppers	0.469	0.745	0.691	צ'ופרים
chopping	0.560	0.625	0.362	קִצוּץ
chops	0.612	0.420	0.269	צלעות
choral	0.852	0.290	0.421	כּוֹרָל
chord	0.729	0.394	0.539	אַקוֹרד
chords	0.639	0.406	0.388	אקורדים
chore	0.406	0.462	0.500	עֲבוֹדָה שִׁגרָתִית
choreographer	0.646	0.639	0.625	כוריאוגרף
choreography	0.812	0.750	0.547	כּוֹרֵיאוֹגרָפִיָה
chorus	0.620	0.417	0.500	מקהלה
chosen	0.865	0.449	0.833	נִבחָר
chow	0.573	0.490	0.390	צ'או
chowder	0.510	0.324	0.241	חמין
christ	0.781	0.510	0.750	כריסטוס
christen	0.673	0.356	0.588	לְהַטבִּיל
christening	0.725	0.382	0.650	הטבלה
christmas	0.959	0.520	0.741	חַג הַמוֹלָד
christmasbreak	0.842	0.640	0.548	חופשת חג המולד
